	Domain	Phylum	Class	Order	Family	Genus	Species
9bfda6d703b325cbee36146c0c1ee85c	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__uncultured	 s__uncultured_bacterium
52563b2c0ba02978b8ebde5336f371eb	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__uncultured	 s__uncultured_bacterium
9ffe64c3e857725be31163a4ab2a25c6	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Kallotenuales	 f__AKIW781	 g__AKIW781	unknown
6c21fe753fa9d5b390c8326379b2bcab	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Kallotenuales	 f__AKIW781	 g__AKIW781	unknown
1b96ba689624e7d1b03630da1b8b8ea8	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Kallotenuales	 f__AKIW781	 g__AKIW781	 s__uncultured_Kouleothrix
ebb851bbe8a13d1ef1371a8b8fd492f7	d__Bacteria	unknown	unknown	unknown	unknown	unknown	unknown
9575f23df13d6f54be0a64713b93b6ad	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__A4b	 g__A4b	 s__uncultured_bacterium
efe04f6bd23159c33900bd2b4e4c970f	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Sandaracinaceae	 g__uncultured	 s__uncultured_soil
809b2bc312202392454deff93e2b4884	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	unknown
3c95b27161c58e753201a711245c2f79	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Sandaracinaceae	 g__uncultured	 s__uncultured_marine
6642f40e4d3a6c9a1085a87a3ee00c2e	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Sandaracinaceae	 g__uncultured	unknown
f2d151451df554ab37d21c76a6d25d9a	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Sandaracinaceae	 g__uncultured	 s__metagenome
f16a9864b104001ab0a91bcfd8c267ea	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__mle1-27	 f__mle1-27	 g__mle1-27	unknown
2d51a4fa36524d29ef93fdd71352c5a2	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__mle1-27	 f__mle1-27	 g__mle1-27	unknown
80f834784fe290fe9f74d682fcc61d6f	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__mle1-27	 f__mle1-27	 g__mle1-27	 s__uncultured_delta
5d9f5615c24106b8ffe0b389183e216e	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Sandaracinaceae	 g__uncultured	unknown
0af5c07e8a51ef4ab9cef9d36222af11	d__Bacteria	 p__Myxococcota	 c__Polyangia	unknown	unknown	unknown	unknown
221a0a8d976d70f2edbfb92bbb7b5c46	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Sandaracinaceae	 g__uncultured	 s__uncultured_soil
a318c24a7a1a23f4b3c366eb3ae24251	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Sandaracinaceae	 g__uncultured	unknown
8b4f9d8a832a7ca95003f54fa7a80ce7	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Sandaracinaceae	 g__uncultured	unknown
c17ff2cfa3b2692e22b7f498321fde95	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Polyangiaceae	unknown	unknown
06ed5121c2753583dfcdc44054acf7d7	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__metagenome
c54c4f98fc83e006ff969101e1e7fda0	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Polyangiaceae	 g__Pajaroellobacter	 s__uncultured_Chondromyces
29147f90dd8565962604cc6359c3b0e0	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Polyangiaceae	 g__Pajaroellobacter	unknown
2c4774b46cde56a321b1cf6d24b5402f	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 g__BIrii41	 s__metagenome
7e6197473bdafde1eab8d9d694158d5e	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 g__BIrii41	unknown
f0cdde862ba9d8123c53d344439dc7a5	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 g__BIrii41	unknown
aab778520bf5fb962b512e7cc50b86d3	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 g__BIrii41	 s__uncultured_Sorangiineae
3bd53a5be672cc97de0b5f228db52beb	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 g__BIrii41	 s__uncultured_Sorangiineae
c4cef75a3d979b56144b4f6b6a6d2bf0	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 g__BIrii41	unknown
fb27b39a4dbc00d241b7172d142b7f62	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 g__BIrii41	 s__uncultured_Sorangiineae
0a9322468fc9bd6c21cc6f2cb3c601c4	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Phaselicystidaceae	 g__Phaselicystis	unknown
a4088426287e3146e11502b2b715db3c	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Phaselicystidaceae	 g__Phaselicystis	 s__uncultured_Polyangiaceae
e89400bc5f8fce0ef28a4ddd3f35e1c6	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Polyangiaceae	unknown	unknown
a5ca37bfcbd3f26a8d97668f843fea48	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Polyangiaceae	unknown	unknown
5f613557eb7738600ad752f822b3c84d	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Polyangiaceae	unknown	unknown
f61c4b091a6f10d63df916e1e846f0e3	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__SC-I-84	 g__SC-I-84	unknown
454bff910f10b46fde1e92cbecea6947	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Polyangiaceae	 g__Aetherobacter	unknown
16fafe809a7ba016e11b1af2a8651dd0	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Polyangiaceae	unknown	unknown
8eee1d387e8c0cda066aeaae88e6192d	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Polyangiaceae	 g__Pajaroellobacter	unknown
9bb9473229af896aa1a915422212cf89	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Polyangiaceae	unknown	unknown
e5347a3e53d409749713310c42d27ee5	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Polyangiaceae	 g__Pajaroellobacter	 s__uncultured_delta
9f60a0f0c1fa68813e99695a09d136dd	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	unknown	unknown
493000e1f86727bd844362b22161d44c	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 g__BIrii41	unknown
780aa55446f9202535157c359bfc6309	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 g__BIrii41	unknown
142b9a2067637f3bd6601056128091ce	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 g__BIrii41	unknown
ea6abb9f19d7626cecebe354baf79dfb	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	 g__P3OB-42	 s__Deltaproteobacteria_bacterium
6b28b1b3f871f47c1db29565f37e46a5	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	 g__P3OB-42	 s__uncultured_proteobacterium
0cef541ae521a446d9bdca0cdf048135	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	 g__P3OB-42	unknown
630870ad46b551426276b2281b5d8a39	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	 g__P3OB-42	unknown
c410e355b1bef5c2d1138e96f074ab64	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	 g__P3OB-42	unknown
75ec855ca3c1406e8183c2748a527a5b	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__uncultured	 s__uncultured_Chloroflexaceae
ddc1c45275d3b91eecf056f3a7df5198	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Sandaracinaceae	 g__uncultured	 s__uncultured_compost
9b021b13bcfd81b0288674f6924d92a2	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Sandaracinaceae	 g__uncultured	 s__uncultured_compost
2399ac0213599bec2c848711a537d7d2	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Sandaracinaceae	unknown	unknown
7df1dc031d0d101f8a3876aa88a0e617	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Sandaracinaceae	 g__uncultured	unknown
76dcef2e92aec10ca017ebafe80490b4	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 g__BIrii41	 s__uncultured_Sorangiineae
4b4214b6ae83d9313339159674a163c5	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	unknown	unknown
f909c922b48b6ccbff7cdbdc1390baf4	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	unknown
0befb85e86b91e2b9bca3d60922e9448	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	 s__uncultured_Planctomycetia
3507da269e5b3c79e10ad1e4df314d8b	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	 s__uncultured_organism
0f7f660cf4a4c5b06cbcad390c4c4529	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	 s__uncultured_organism
c1f123a49e010f8cb76594cd8c16cb9f	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	 s__uncultured_organism
239139dba4ece2eedd9f652ea7a5ffc0	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	 s__uncultured_organism
d2d5de9d1aafe2e1b5eec0337bb77813	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	unknown
17a53b1eeb5d50581d37f282ff2d08bb	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	 s__uncultured_Planctomycetia
8e2d10d736a04a07a55ca57fcaadc871	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	 s__uncultured_soil
369f33d9c9ff92c6475c8db43527a9ba	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	 s__uncultured_Planctomycetales
2a170b382ff610ed219e4b409ef927f0	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	unknown
59213349afa1a3c36c5afe5638a1704e	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	 s__planctomycete_WY108
3f3d5b9ebc08b1429e0aec81c176ed42	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	unknown	unknown	unknown	unknown
b126b905cf2f1d6acb88a4f2b60d3f42	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	unknown
365c1a399aa82e1308327029c4fb7a6c	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	unknown
cff855a705a24c00f5d3ae335c420854	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	unknown
e7a8678bc4aef276fb40b76906d46ed1	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	unknown
6092f7ee273c14022babf892736b4d2b	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	unknown
fcaa18118ee7a53897545f158aa82af0	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	 s__uncultured_Planctomycetaceae
e380419d573989fec6573fcbfc23bdab	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	unknown
86d619f9a51d5e4ac5fe1aa40a3d205c	d__Bacteria	 p__Planctomycetota	 c__Pla4_lineage	 o__Pla4_lineage	 f__Pla4_lineage	 g__Pla4_lineage	 s__metagenome
ab73b679f444226d87e89368146944f6	d__Bacteria	 p__Verrucomicrobiota	 c__Omnitrophia	 o__Omnitrophales	 f__Omnitrophales	 g__Omnitrophales	 s__uncultured_bacterium
82249343864623f39f60b9b95c9c3ff1	d__Bacteria	 p__Nitrospirota	 c__Nitrospiria	 o__Nitrospirales	 f__Nitrospiraceae	 g__Nitrospira	 s__uncultured_Nitrospiraceae
4cbdc3e8d21f82fb485bc19b943b590a	d__Bacteria	 p__Verrucomicrobiota	 c__Omnitrophia	 o__Omnitrophales	 f__Omnitrophales	 g__Omnitrophales	 s__uncultured_bacterium
1456e73559e00a2e5af81de14b10f218	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	unknown
5f470aa3a584c58e035e1eb5e0546206	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_soil
ea03bac7b96668705c18ae41c21601c3	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_soil
b97d304dea65182a1fd06490ffd340b8	d__Bacteria	 p__Patescibacteria	 c__Gracilibacteria	 o__Candidatus_Peribacteria	 f__Candidatus_Peribacteria	 g__Candidatus_Peribacteria	 s__uncultured_bacterium
a75d16d475da47a11ac3f0bbece3d3ae	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__SM1A02	 s__uncultured_soil
47227b8739dcbc9312b7fdad3f1d452a	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__SM1A02	 s__metagenome
4f8b77e9ed37adad802025069cbdbc28	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__SM1A02	unknown
73aecdfda43ec458bb771f745950b5db	d__Bacteria	 p__Elusimicrobiota	 c__Elusimicrobia	 o__Lineage_IV	 f__Lineage_IV	 g__Lineage_IV	 s__uncultured_soil
4974ae5f953b3f1831a8d42fe263f76c	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pirellula	unknown
ee887a312b6af5e2486e9a45dcea88bf	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pirellula	 s__uncultured_Planctomycetaceae
a980b8dd492608892d8e5d574b1b30f8	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__uncultured_Planctomycetales
487e059674ecd0d140baee6695066c64	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pir4_lineage	 s__uncultured_soil
4e8c061413c57d93d015dbcac234bcae	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pirellula	 s__uncultured_Planctomycetaceae
635b58b0b7a83b7708ab1e9cedb6d3bb	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	 s__uncultured_prokaryote
124bed4ce64e06c425ee3f9b1a64fd91	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__uncultured_Pasteuria
b315510be48a624bddde98807b6cf2ce	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__uncultured_Pasteuria
9bf8581d008c5f280bcc5d50bf3bc375	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	unknown
cea37a5f569fa2154f1415578b9c9c05	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_soil
6676c1d82ccead50f23ebcbc62443a32	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Thermomicrobiales	 f__JG30-KF-CM45	 g__JG30-KF-CM45	 s__uncultured_anaerobic
c2d46114f30fbf04ce21fac89f5b74dd	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Tuwongella	unknown
77584e36894be70f965eba1aac116778	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	 s__uncultured_Gemmata
dfbf645e0e0725fc54d83c517293605f	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	 s__uncultured_Gemmata
477b6fcca7a920da1e8d3840aeddafdf	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	unknown
06281b151e894eb599fca68c5197f0fb	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Zavarzinella	 s__Zavarzinella_formosa
35d857705ff7109978ab95d186e3b244	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Zavarzinella	 s__Zavarzinella_formosa
84eece63dc75259eb9bada7076274745	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	unknown	unknown
f74f093d1e0725fbb21de63c9faf3407	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	 s__bacterium_enrichment
7310b0f93756420fb6d136fbb304139f	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	unknown
e6cd021c7fcdc57dfddfd20d3ec0166a	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	unknown
83474196bd13cb8c967427dea5622339	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	 s__bacterium_enrichment
95a2599fc802b2776394859906868752	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	 s__uncultured_planctomycete
7d2678e57471d970a1ccffd444262b01	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	 s__uncultured_bacterium
17bf1bb92d41e44ce07b89c815bea354	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	 s__uncultured_bacterium
60014eba20422339cd9c1fa8807f8913	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	 s__uncultured_bacterium
0a84854da28b910a91782bbeb8cdc0b8	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Zavarzinella	unknown
c37231d4560343484302ac4377a1cdb8	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Zavarzinella	 s__uncultured_Zavarzinella
6fcba36f072a6d06b1d72956da38d8ed	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Zavarzinella	 s__Zavarzinella_formosa
baae1b84d53666830cad173189f2463c	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	unknown
416bfce23a0e39e46d3e9346cb34450a	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	unknown
c0f79310df28a2c1ac5cabb8cb19d96a	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmata	 s__uncultured_bacterium
0505d99ca91c8799ce0d220c3b573f1f	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Fimbriiglobus	 s__metagenome
ea0f305b2fe1b830c009fdbbe6aa6c32	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pir4_lineage	unknown
3067cfa5991b8494ab3b83bd099e1a00	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	unknown	unknown
3edf0c930254e4d9daca3cb53bec1311	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	unknown
d3ef4d4d971e31bb0ccc7b1bc071bffd	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	unknown
7c23b24c5adb0a5a802f2f9c05408e11	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	unknown
243d672db2ebe8d67a4e77078d0d09b2	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pir4_lineage	unknown
303de5fb0bb9a48a0253fc887caf21ee	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pirellula	unknown
8472ec687961b82979f1e988e1cce359	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pirellula	 s__uncultured_Planctomycetales
215f03465e23740d42e3875b4bc91d17	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pirellula	 s__uncultured_Planctomycetales
3d41fc52a152174df2038ffadd7f7cb9	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	unknown
9c00fa4cd9a815b7e3e1c14cb3ecb6cb	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__uncultured_Planctomycetaceae
accb61171c9db204a2c11a8d3bb34ee8	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	unknown	unknown
16ebd0e9223b00b8341b389731263216	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pir4_lineage	unknown
3be44352ca7597683eaf56480287f8d6	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pir4_lineage	unknown
5aa59b125a6453d89058249590c14752	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	unknown	unknown
0a666dbcc361c5611b9f1d4bc53841fb	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pir4_lineage	unknown
3f1c1d34c2473060bbfeca75c04fa146	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	unknown	unknown
6524da1bc27f18c29346345b37ae6c99	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_bacterium
883c8495533e46c4f346c8187e5a050f	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pirellula	unknown
942100db5b9e0ccc976c93bec0b3b0fc	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pir4_lineage	unknown
caa28f4f76a4763dfa349cbb2e3fafd3	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	unknown
3f55a0c963ba70294554215416a412de	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	unknown
df087c3eb345405504b381dbb0faafd3	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_Planctomycetales
b708779aca17cfcef04b54c68f318aef	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_Planctomycetales
c9131036e5337e4d092d6ac5302779ec	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_Zavarzinella
97f1feecbbba8e0e626ffa316f890f63	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Tuwongella	unknown
335bea49f3533fd576ca96926bb121d5	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Tuwongella	unknown
9a28468cee8d1c649d706990a9edb1c2	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	 s__uncultured_bacterium
2d96650a2dce4d0e82adb54c40ef302b	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__Gemmataceae	 s__uncultured_Planctomycetaceae
08d908c387906592274747c20eff4149	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	unknown	unknown
